164	2293	1981	0.04	0.05	0.06	0.16	0.09	0.13	0.1	0.14	0.12	0.1	0.05	0.03	0.16	355	98	1	37.535831	-121.96167	24
165	2293	1982	0.04	0.06	0.05	0.09	0.14	0.07	0.07	0.14	0.09	0.09	0.05	0.03	0.14	349	94	1	37.535831	-121.96167	24
166	2293	1983	0.03	0.04	0.05	0.08	0.13	0.13	0.16	0.16	0.16	0.1	0.05	0.03	0.16	359	98	1	37.535831	-121.96167	24
167	2293	1984	0.04	0.06	0.06	0.14	0.13	0.1	0.15	0.11	0.12	0.07	0.04	0.03	0.15	362	98	1	37.535831	-121.96167	24
168	2293	1985	0.03	0.06	0.05	0.15	0.07	0.09	0.1	0.1	0.12	0.14	0.06	0.03	0.15	343	93	1	37.535831	-121.96167	24
169	2293	1986	0.05	0.07	0.08	0.13	0.09	0.14	0.1	0.07	0.08	0.09	0.07	0.04	0.14	349	94	1	37.535831	-121.96167	24
170	2293	1987	0.03	0.06	0.07	0.11	0.14	0.12	0.08	0.11	0.12	0.16	0.05	0.04	0.16	362	99	1	37.535831	-121.96167	24
171	2293	1988	0.05	0.07	0.1	0.12	0.1	0.07	0.13	0.09	0.12	0.11	0.05	0.04	0.13	349	95	1	37.535831	-121.96167	24
172	2293	1989	0.05	0.06	0.05	0.11	0.08	0.11	0.12	0.11	0.11	0.12	0.07	0.04	0.12	354	98	1	37.535831	-121.96167	24
173	2293	1990	0.04	0.05	0.06	0.08	0.11	0.09	0.13	0.08	0.1	0.07	0.07	0.05	0.13	359	99	1	37.535831	-121.96167	24
174	2293	1991	0.05	0.05	0.07	0.06	0.06	0.07	0.11	0.08	0.12	0.12	0.06	0.05	0.12	360	98	1	37.535831	-121.96167	24
175	2293	1992	0.04	0.05	0.06	0.07	0.09	0.07	0.1	0.08	0.12	0.11	0.05	0.04	0.12	364	100	1	37.535831	-121.96167	24
176	2293	1993	0.04	0.05	0.08	0.06	0.07	0.11	0.13	0.12	0.09	0.06	0.06	0.04	0.13	346	96	1	37.535831	-121.96167	24
